"GEO_ID","NAME","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C02_001M","S1901_C02_001E","S1901_C01_001M","S1901_C01_001E","S1901_C02_002E","S1901_C02_002M","S1901_C01_002M","S1901_C01_002E","S1901_C04_002M","S1901_C04_002E","S1901_C03_002M","S1901_C03_002E","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C04_003E","S1901_C04_003M","S1901_C03_003M","S1901_C03_003E","S1901_C04_004E","S1901_C04_004M","S1901_C03_004M","S1901_C03_004E","S1901_C02_004M","S1901_C02_004E","S1901_C01_004M","S1901_C01_004E","S1901_C04_005E","S1901_C04_005M","S1901_C03_005M","S1901_C03_005E","S1901_C02_005M","S1901_C02_005E","S1901_C01_005M","S1901_C01_005E","S1901_C04_006E","S1901_C04_006M","S1901_C03_006M","S1901_C03_006E","S1901_C02_006M","S1901_C02_006E","S1901_C01_006M","S1901_C01_006E","S1901_C01_007E","S1901_C01_007M","S1901_C04_007M","S1901_C04_007E","S1901_C03_007M","S1901_C03_007E","S1901_C02_007M","S1901_C02_007E","S1901_C01_008E","S1901_C01_008M","S1901_C04_008E","S1901_C04_008M","S1901_C03_008M","S1901_C03_008E","S1901_C02_008M","S1901_C02_008E","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C01_010E","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C02_011E","S1901_C02_011M","S1901_C01_011M","S1901_C01_011E","S1901_C04_011M","S1901_C04_011E","S1901_C03_011M","S1901_C03_011E","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C04_012E","S1901_C04_012M","S1901_C03_012M","S1901_C03_012E","S1901_C02_013M","S1901_C02_013E","S1901_C01_013M","S1901_C01_013E","S1901_C03_013E","S1901_C03_013M","S1901_C04_013M","S1901_C04_013E","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C04_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C02_015E","S1901_C02_015M","S1901_C01_015M","S1901_C01_015E","S1901_C04_015M","S1901_C04_015E","S1901_C03_015M","S1901_C03_015E","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M",
"7950000US2400602","PUMA 00602, Maryland","N","N","13992","1767","1964","30010","1722","44002","4.2","2.7","2.3","6.8","4.2","13.2","N","N","2.8","1.2","0.7","0.7","6.5","3.6","N","N","12.6","4.1","N","N","1.9","3.6","1.8","6.4","10.5","4.9","N","N","3.6","9.5","2.7","9.4","12.6","5.0","N","N","3.5","10.9","3.0","10.8","23.9","4.0","6.9","21.8","N","N","4.4","24.3","17.1","3.3","12.9","5.1","N","N","3.9","19.4","14.3","2.7","16.8","3.7","N","N","7.1","3.1","1.6","7.2","2.3","5.6","N","N","1.5","1.5","3.5","1.5","1.1","2.8","1.3","1.4","N","N","62387","4500","71223","5943","42489","6367","5575","78371","5656","81667","4048","72668","N","N","5749","50194","24.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.7","(X)",
"7950000US2400700","PUMA 00700, Maryland","N","N","12776","1657","1761","31191","1666","43967","3.4","1.5","1.6","6.5","4.8","15.9","N","N","4.9","2.0","2.2","1.7","11.6","4.5","N","N","14.7","5.0","N","N","3.1","8.9","2.9","10.7","14.1","5.2","N","N","2.5","7.9","2.2","9.5","16.4","5.0","N","N","2.9","11.0","2.4","12.5","18.2","3.1","4.2","13.0","N","N","3.7","20.2","15.7","2.9","8.2","4.0","N","N","3.6","18.0","15.2","2.4","19.7","3.4","N","N","5.1","2.6","1.4","5.9","1.9","4.3","N","N","0.0","1.5","2.9","1.2","0.9","2.5","1.0","1.0","N","N","59655","5551","70417","5549","28354","4502","6757","78178","4365","78374","3608","68076","N","N","6638","40813","26.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.5","(X)",
"7950000US2400801","PUMA 00801, Maryland","N","N","14445","1961","2092","20008","2472","34453","7.4","2.7","2.4","12.9","5.5","20.5","N","N","9.6","2.7","7.6","3.3","12.8","4.5","N","N","18.7","6.0","N","N","3.8","11.3","3.4","14.1","13.3","5.0","N","N","4.3","14.1","3.3","13.3","14.6","5.0","N","N","4.9","19.3","3.1","17.2","14.6","2.9","4.0","11.8","N","N","3.9","16.6","6.9","1.8","4.6","2.3","N","N","2.3","8.3","7.8","2.4","9.9","3.5","N","N","3.3","1.7","1.0","2.4","1.5","1.8","N","N","0.4","0.7","3.1","1.7","1.0","1.8","1.3","0.0","N","N","35118","3630","39731","4660","23797","3778","13029","52566","8136","60548","4953","49954","N","N","2928","32642","34.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.5","(X)",
"7950000US2400802","PUMA 00802, Maryland","N","N","19755","1924","1855","19300","2466","39055","7.5","3.4","3.1","14.1","5.3","22.7","N","N","6.7","2.0","4.0","2.4","9.0","2.8","N","N","14.2","5.2","N","N","3.5","9.2","3.0","11.7","12.2","3.9","N","N","3.1","7.2","2.4","9.3","15.4","4.5","N","N","3.3","9.5","2.9","13.2","15.1","3.0","2.4","9.9","N","N","6.1","21.5","8.9","2.3","6.4","2.8","N","N","3.3","11.6","10.5","2.3","12.3","3.4","N","N","6.5","2.3","1.2","7.6","2.4","4.5","N","N","1.2","1.0","9.5","2.5","1.4","6.0","1.6","2.5","N","N","43402","5614","66898","7837","28078","4279","21130","92445","12720","95093","6151","69861","N","N","4889","42470","26.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.2","(X)",
"7950000US2400803","PUMA 00803, Maryland","N","N","15887","1908","2341","24472","2679","40359","6.1","3.0","2.7","9.0","5.0","14.6","N","N","4.8","2.4","3.0","2.2","8.0","4.3","N","N","12.5","3.9","N","N","4.3","10.2","2.7","10.4","18.5","5.6","N","N","4.0","11.0","2.8","12.9","18.2","5.7","N","N","3.6","16.4","3.4","17.8","22.6","3.8","6.1","18.8","N","N","5.0","22.8","9.7","2.8","4.4","2.6","N","N","3.7","13.9","10.4","2.4","13.4","3.6","N","N","3.7","3.2","1.1","2.3","1.6","1.8","N","N","1.1","1.4","0.9","0.8","0.5","0.6","0.4","0.3","N","N","44992","5204","53346","7325","32607","4713","4780","76770","4221","60851","3194","53576","N","N","4842","39218","26.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.9","(X)",
"7950000US2400804","PUMA 00804, Maryland","12966","1642","26878","2395","2238","26572","2738","53450","13.9","3.8","2.8","17.7","4.1","22.7","3.3","4.1","7.0","1.6","4.1","2.1","9.6","2.7","1.5","1.9","13.9","3.9","4.3","8.0","3.4","9.8","2.6","11.9","9.2","2.6","4.1","5.4","3.3","11.6","2.2","9.9","10.5","3.0","4.5","10.2","3.7","14.9","2.3","12.4","16.9","2.9","3.9","15.7","6.8","21.7","4.2","16.3","9.3","1.7","8.4","2.6","4.8","16.6","2.5","10.8","9.0","1.8","11.0","2.7","19.9","5.0","6.4","2.7","1.0","3.9","1.7","2.6","6.4","3.3","1.7","1.3","3.7","1.9","1.3","3.2","1.3","2.0","3.6","5.8","38336","3399","43924","5735","28296","5337","15520","73207","6698","62540","3989","55343","N","N","5928","46371","30.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.1","(X)",
"7950000US2400805","PUMA 00805, Maryland","N","N","15540","2005","2036","17483","2470","33023","18.2","4.7","3.9","20.3","5.6","24.7","N","N","12.7","3.2","8.1","3.5","17.9","5.7","N","N","19.2","5.3","N","N","4.6","17.6","3.5","18.4","13.9","4.9","N","N","4.2","11.7","3.3","12.9","9.6","4.3","N","N","4.6","14.0","3.0","11.4","15.1","3.3","4.8","12.0","N","N","5.2","16.7","3.0","1.5","0.8","0.9","N","N","2.8","5.0","5.4","2.0","7.1","3.4","N","N","1.9","1.4","0.5","0.6","1.0","0.3","N","N","0.0","1.2","1.0","1.0","0.5","0.5","1.2","0.0","N","N","23611","3780","28992","6706","18239","4449","13413","47818","5202","40646","3229","34564","N","N","2816","25521","37.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.6","(X)",
"7950000US2400806","PUMA 00806, Maryland","9575","1508","15059","1571","1996","22546","2270","37605","8.3","3.2","2.8","12.3","5.6","19.2","1.9","2.3","6.5","1.7","4.1","1.9","9.4","3.1","1.2","1.0","10.4","3.7","5.2","11.1","3.6","14.6","2.4","12.2","8.6","3.9","2.8","5.4","4.1","15.2","2.6","11.2","13.9","4.7","3.6","8.9","3.3","12.4","2.6","13.5","18.1","3.3","5.1","14.7","6.9","25.8","3.9","19.4","11.4","3.0","8.1","3.0","6.9","18.8","3.8","12.7","9.1","2.2","8.3","2.5","14.5","4.7","9.4","3.3","1.3","3.2","1.5","3.2","7.6","3.4","3.3","2.4","1.9","1.1","1.1","2.5","2.3","3.0","2.6","4.5","44028","4000","43980","5634","38128","9582","10416","65826","5107","58348","4114","57895","N","N","6475","53910","29.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.5","(X)",
"7950000US2400901","PUMA 00901, Maryland","N","N","9135","1308","2056","36669","1926","45804","0.3","0.4","0.6","1.2","2.7","4.8","N","N","1.5","1.3","1.3","1.4","2.3","2.3","N","N","6.3","3.7","N","N","0.9","1.3","1.0","2.3","9.3","4.1","N","N","2.3","4.9","2.0","5.8","12.9","6.5","N","N","1.5","3.7","1.6","4.9","13.1","2.7","7.2","21.4","N","N","2.8","11.0","13.8","3.0","14.2","6.3","N","N","3.2","13.6","19.2","3.2","19.9","3.7","N","N","16.9","5.8","2.6","21.2","3.2","18.4","N","N","5.3","3.2","22.8","2.9","2.7","19.7","5.7","6.5","N","N","123092","7853","134373","6502","66116","9389","8853","142029","10799","160282","9116","145583","N","N","12751","82752","22.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","14.6","(X)",
"7950000US2400902","PUMA 00902, Maryland","N","N","20982","2049","2227","38572","1910","59554","2.5","1.4","1.3","3.5","2.6","6.9","N","N","1.2","0.8","0.5","0.5","2.4","2.0","N","N","5.7","2.2","N","N","1.8","3.8","1.4","4.3","7.0","2.9","N","N","1.9","4.6","1.6","5.2","16.3","3.9","N","N","2.2","5.8","1.9","9.5","17.1","2.5","4.7","23.7","N","N","3.0","13.0","12.8","2.1","11.2","3.9","N","N","2.8","14.1","23.6","3.0","25.5","3.9","N","N","19.5","4.9","2.4","15.8","3.2","12.3","N","N","4.1","2.6","14.3","3.2","2.2","10.4","2.7","3.3","N","N","91515","8469","106535","8017","60520","6903","6420","123778","6565","120002","5043","104360","N","N","6797","72378","25.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.3","(X)",
"7950000US2401001","PUMA 01001, Maryland","N","N","7472","1260","2026","36337","1925","43809","1.4","1.3","1.2","1.7","3.1","3.3","N","N","1.4","1.0","1.3","1.1","2.2","2.1","N","N","7.7","4.1","N","N","1.4","2.6","0.9","3.0","9.4","5.0","N","N","1.1","1.7","1.6","3.5","20.0","7.8","N","N","2.6","6.4","2.3","7.3","11.6","2.5","5.8","20.6","N","N","2.5","8.8","11.6","2.7","7.1","5.1","N","N","3.3","12.6","22.1","3.0","22.2","3.1","N","N","18.6","6.4","2.9","19.5","3.3","17.3","N","N","6.4","4.8","23.6","2.9","2.4","20.5","3.3","4.6","N","N","120794","6869","132869","6885","56004","7253","10778","144439","8267","154614","6751","142931","N","N","11197","78732","22.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.0","(X)",
"7950000US2401002","PUMA 01002, Maryland","N","N","13721","1455","2585","30428","2748","44149","3.8","2.3","1.6","4.4","3.6","7.1","N","N","2.0","1.4","0.4","0.5","5.6","4.5","N","N","11.8","4.9","N","N","1.6","4.3","1.9","6.2","7.5","3.6","N","N","2.7","7.0","2.2","6.7","16.8","5.8","N","N","2.3","5.8","2.6","9.5","17.2","3.2","4.6","16.0","N","N","3.7","17.7","16.3","2.7","13.8","3.8","N","N","3.5","17.2","23.4","3.5","25.0","4.1","N","N","17.3","5.7","2.2","12.1","3.2","9.4","N","N","3.2","2.0","6.7","2.2","1.6","4.9","1.1","0.9","N","N","79320","6135","89114","9155","50783","5970","9151","109139","6420","99838","5301","90127","N","N","8734","64544","21.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.5","(X)",
"7950000US2401003","PUMA 01003, Maryland","36988","2010","18332","2107","2130","47272","2291","65604","2.7","1.6","1.4","4.2","3.6","9.8","1.0","1.2","1.3","0.6","0.8","0.5","3.1","1.9","0.3","0.3","8.1","2.5","1.2","1.8","1.4","3.9","1.1","4.9","11.6","4.2","1.8","4.4","1.8","5.9","1.9","7.3","10.6","3.2","2.3","6.4","2.2","8.7","1.9","8.2","15.3","2.3","4.8","18.3","2.8","10.7","2.5","12.6","14.3","2.3","14.9","4.0","2.7","13.1","2.5","13.0","17.3","2.6","19.2","3.0","21.8","3.4","12.3","3.7","1.9","14.1","2.1","12.6","16.8","2.6","8.5","3.5","19.1","2.3","1.8","14.7","1.4","2.8","3.1","23.7","90166","4286","101980","4298","61200","5344","13138","120665","6581","129606","5247","116007","N","N","9960","76210","20.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.5","(X)",
"7950000US2401004","PUMA 01004, Maryland","N","N","27431","2138","2233","46031","2336","73462","0.4","0.4","1.0","3.6","2.7","9.0","N","N","2.3","0.9","0.6","0.5","5.0","2.0","N","N","5.3","2.1","N","N","0.9","1.2","0.9","2.7","6.1","2.3","N","N","1.4","2.9","1.2","4.1","10.2","2.8","N","N","1.2","3.1","1.3","5.7","11.7","1.9","3.5","17.0","N","N","2.3","8.8","9.7","1.9","14.5","3.9","N","N","1.8","7.0","18.6","2.1","18.1","2.6","N","N","18.9","4.1","1.4","15.3","2.0","11.9","N","N","6.3","2.1","42.3","3.0","2.3","29.6","2.3","7.8","N","N","120989","3955","165467","9527","71056","7238","15190","183718","15445","235893","9916","180363","N","N","6560","85874","20.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.6","(X)",
"7950000US2401005","PUMA 01005, Maryland","21233","1789","15482","1587","2007","31328","1900","46810","1.8","1.3","1.5","3.3","3.0","6.5","0.3","0.2","2.2","1.2","1.8","1.7","2.9","2.1","0.5","0.3","13.8","4.9","1.3","2.0","2.1","5.5","2.0","7.0","10.4","2.8","1.8","4.5","2.3","6.8","1.7","7.9","13.6","4.6","3.5","9.8","3.1","11.4","2.6","11.5","19.0","3.1","4.6","22.9","3.8","17.3","3.5","18.1","13.2","2.5","9.9","3.4","3.8","13.6","2.9","13.3","17.9","2.8","18.0","2.9","20.6","4.2","14.3","4.9","2.0","10.4","2.5","8.6","13.7","3.6","4.0","2.5","12.8","2.5","1.8","9.4","1.3","1.7","3.3","18.0","73658","5239","84656","8538","51462","4288","10033","105827","7187","109207","4760","96346","N","N","5982","62851","24.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.8","(X)",
"7950000US2401006","PUMA 01006, Maryland","N","N","11386","1675","2167","29354","1987","40740","3.0","2.1","2.3","4.4","6.1","10.5","N","N","5.7","2.2","3.1","2.0","10.8","5.6","N","N","11.5","3.7","N","N","2.6","6.9","2.0","7.6","7.6","4.0","N","N","2.0","4.0","1.9","5.3","14.2","5.1","N","N","3.0","8.6","2.5","10.2","15.6","3.1","6.3","18.2","N","N","3.4","14.3","10.7","2.4","10.6","3.8","N","N","3.1","11.1","21.3","3.3","25.5","4.3","N","N","9.8","3.4","2.3","12.5","2.9","10.3","N","N","4.1","3.0","10.9","2.8","2.1","8.8","1.9","2.6","N","N","79586","9550","95619","12955","46625","5791","11291","113147","6711","107386","5896","94399","N","N","7336","58018","21.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.1","(X)",
"7950000US2401007","PUMA 01007, Maryland","N","N","20124","2222","1952","24825","2218","44949","6.5","3.2","2.3","9.2","4.0","13.6","N","N","3.2","1.3","1.8","1.5","5.0","2.2","N","N","10.4","4.0","N","N","1.7","3.3","2.0","6.4","9.0","3.8","N","N","2.7","5.6","2.4","7.2","13.5","3.8","N","N","3.6","11.1","2.7","10.7","21.8","3.1","4.8","25.8","N","N","4.4","18.4","10.6","2.1","8.8","2.5","N","N","3.1","11.0","16.9","3.3","21.3","4.6","N","N","9.6","3.2","2.0","11.3","3.4","7.4","N","N","2.3","1.4","9.8","2.8","1.6","6.6","1.1","2.0","N","N","65116","3636","81209","10684","48946","4269","8134","110589","8443","101530","5288","83569","N","N","5156","56595","22.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.8","(X)",
"7950000US2401101","PUMA 01101, Maryland","10821","1528","11948","1607","1900","21156","2010","33104","7.1","2.7","2.5","8.3","5.6","15.5","0.7","0.4","3.5","1.6","1.9","1.6","5.2","3.2","0.8","0.5","14.1","4.9","4.8","8.2","3.6","10.5","2.8","10.0","9.5","4.4","4.1","7.2","4.2","9.4","3.5","10.4","15.9","5.4","5.7","15.4","4.3","18.1","3.2","16.5","20.4","3.6","5.7","22.0","6.5","24.2","4.4","20.9","12.2","2.8","6.7","3.3","5.5","15.1","3.7","13.6","10.6","2.7","9.9","2.8","13.3","5.2","5.5","2.7","1.4","5.1","1.9","4.2","8.8","3.4","2.8","2.1","3.5","1.5","1.5","3.9","2.5","2.7","2.9","6.9","50691","2709","52326","5666","40497","5947","6489","64459","4966","69320","5054","66845","89974","9274","8854","51441","30.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.3","(X)",
"7950000US2401102","PUMA 01102, Maryland","17803","1861","18219","1733","2599","29721","2552","47940","2.6","1.5","2.1","4.7","5.2","9.4","0.7","0.8","1.7","1.1","1.8","1.4","2.3","1.6","0.3","0.2","9.8","3.9","2.3","3.9","1.8","3.7","1.9","6.1","7.9","3.8","3.2","6.2","2.5","6.2","2.2","6.7","19.7","6.1","2.4","6.3","3.0","11.2","3.1","14.7","20.3","2.8","6.0","27.0","4.9","15.4","3.3","16.7","14.4","2.7","11.9","4.1","4.9","15.7","3.8","17.2","17.6","2.6","24.1","4.0","29.4","5.0","7.6","2.7","2.5","10.3","2.9","9.4","13.2","4.1","4.0","2.8","6.4","2.1","1.3","4.4","0.6","0.4","3.4","9.0","70674","4170","86036","10897","50528","4561","7598","101415","6478","97748","4384","84333","N","N","5151","56604","25.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.0","(X)",
"7950000US2401103","PUMA 01103, Maryland","13054","1649","13522","1870","2032","22943","2380","36465","3.7","1.9","1.6","3.8","3.4","6.9","1.0","0.8","4.3","1.7","1.8","1.5","10.0","4.4","1.5","0.0","11.3","4.0","1.8","2.2","2.4","6.1","2.2","7.2","11.4","4.1","3.3","6.4","2.7","8.4","2.4","9.9","16.9","5.2","5.1","14.5","4.0","17.1","3.2","17.4","21.7","3.3","5.3","21.0","5.8","24.6","4.6","22.5","13.4","2.6","10.3","4.3","5.0","19.4","3.3","14.5","13.6","2.7","14.1","3.4","16.3","4.6","9.3","3.5","1.7","7.2","2.4","5.4","10.2","3.8","2.8","2.2","4.6","2.0","1.4","3.1","1.4","0.0","2.3","5.6","57079","4491","61496","4451","43055","4478","4679","75689","5508","77700","3691","70788","N","N","3899","51921","36.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.9","(X)",
"7950000US2401104","PUMA 01104, Maryland","N","N","12428","1621","1879","22446","2242","34874","5.7","2.7","1.8","4.8","2.2","4.1","N","N","6.7","2.2","3.4","2.1","12.8","4.8","N","N","7.9","3.1","N","N","2.4","7.1","1.9","6.9","13.0","5.2","N","N","3.1","9.2","2.8","9.9","13.4","5.1","N","N","3.5","12.0","2.4","12.1","25.3","3.4","7.1","28.7","N","N","5.1","22.3","16.3","3.1","9.6","4.7","N","N","4.3","19.5","11.4","2.4","13.7","3.5","N","N","8.0","3.8","1.8","5.3","2.3","5.2","N","N","2.0","2.0","1.9","1.5","1.1","1.4","0.8","0.5","N","N","60727","6700","63805","4651","48640","6038","6588","79453","4797","70186","4247","65973","N","N","5116","52359","35.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.0","(X)",
"7950000US2401105","PUMA 01105, Maryland","N","N","16608","2283","2433","41748","2826","58356","0.6","0.4","0.8","1.4","2.6","3.3","N","N","1.2","0.8","0.9","1.0","2.4","1.6","N","N","5.9","2.6","N","N","1.0","2.1","0.9","3.2","5.5","2.2","N","N","1.1","1.9","1.0","2.9","12.8","3.9","N","N","2.4","7.7","2.0","9.0","16.2","2.3","5.6","23.4","N","N","2.8","13.6","16.0","2.7","18.7","4.7","N","N","3.3","15.8","27.3","2.8","30.3","3.6","N","N","19.8","5.4","2.0","15.6","2.7","12.8","N","N","3.0","1.7","11.5","2.4","1.9","9.9","3.4","5.1","N","N","100011","3324","108306","5182","71111","5591","8290","125348","5734","120221","4917","111125","N","N","8205","83221","25.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.0","(X)",
"7950000US2401106","PUMA 01106, Maryland","N","N","12433","1980","2434","37918","2357","50351","1.9","1.6","1.4","2.8","2.9","5.5","N","N","1.3","0.8","0.9","0.7","3.1","2.5","N","N","9.9","4.8","N","N","1.3","2.4","1.6","4.2","8.6","4.6","N","N","1.6","3.8","1.7","4.8","13.0","5.6","N","N","2.7","9.5","2.1","9.9","16.6","3.3","7.6","21.8","N","N","3.5","14.8","17.6","3.1","13.0","4.8","N","N","3.4","19.3","21.8","3.2","23.4","3.8","N","N","17.3","7.0","2.1","13.7","2.5","11.7","N","N","3.6","2.0","10.2","2.5","2.0","9.2","3.5","4.2","N","N","87703","5908","94300","7261","59561","9673","7084","112036","7233","112029","5957","103918","N","N","9625","71769","34.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.7","(X)",
"7950000US2401107","PUMA 01107, Maryland","N","N","16774","2186","2345","24059","2149","40833","2.6","1.6","1.7","5.2","3.3","9.6","N","N","2.3","1.0","1.1","1.1","4.3","2.1","N","N","9.8","3.5","N","N","2.2","3.8","1.8","6.1","11.8","4.3","N","N","3.7","11.5","2.9","11.0","25.4","5.0","N","N","3.3","14.6","2.8","18.9","22.3","3.2","5.8","20.4","N","N","4.3","25.3","14.0","2.6","9.0","3.6","N","N","3.3","16.9","14.9","3.1","17.1","3.7","N","N","8.2","4.1","1.6","5.6","2.3","4.5","N","N","1.0","1.0","1.4","1.0","0.7","1.0","0.7","0.4","N","N","56318","3213","65431","5065","44401","4173","14008","86242","4938","73955","3474","66305","N","N","5177","49544","40.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.5","(X)",
"7950000US2401201","PUMA 01201, Maryland","N","N","14344","1765","2279","38395","2390","52739","2.1","1.5","1.7","3.2","4.6","6.1","N","N","2.0","1.0","0.6","0.6","5.5","3.4","N","N","6.1","3.2","N","N","1.5","3.2","1.3","3.5","7.6","3.8","N","N","1.6","4.4","1.6","5.3","15.1","4.7","N","N","2.2","7.3","1.9","9.6","15.7","2.6","6.4","20.1","N","N","2.8","15.4","15.7","3.2","14.5","6.1","N","N","3.2","15.7","23.2","2.9","25.0","3.4","N","N","16.3","5.1","2.8","14.2","3.4","12.3","N","N","6.0","4.7","12.0","2.8","2.0","9.6","2.0","2.8","N","N","90621","5801","101403","5548","56923","12772","8966","116899","7014","115378","5198","104682","N","N","8015","70844","19.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","15.1","(X)",
"7950000US2401202","PUMA 01202, Maryland","20360","1901","12161","1728","2269","28473","2277","40634","5.4","2.9","2.3","5.8","3.3","6.8","1.9","2.0","2.7","1.1","1.8","1.4","6.4","2.6","1.2","0.9","20.5","5.8","1.8","2.2","1.5","2.9","2.5","8.0","11.8","5.3","2.7","5.4","2.5","6.9","2.2","8.0","14.9","4.9","3.3","7.3","3.5","10.8","2.6","10.8","20.6","3.5","6.7","19.2","4.3","19.0","4.0","20.1","18.2","3.0","12.4","5.1","4.5","20.9","3.8","19.7","17.8","2.9","22.3","3.5","28.8","4.5","5.0","2.4","2.1","6.7","2.3","5.7","9.4","3.2","3.0","3.8","3.2","1.6","1.1","2.2","1.6","0.0","2.1","4.2","66839","2796","77944","6626","40036","7589","6476","91414","4827","83801","3735","74440","N","N","5540","47710","24.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.6","(X)",
